id_producto,nombre_marca,nombre_reciclaje,nombre_empresa,nombre_productos_clasificacion,nombre,gramos_envase,formato,unidad,unidad_real,cantidad,texto,cluster300,label300,label
44.0,celebrite,VIDRIO,CELEBRITE,"LICORES, CERVEZAS Y  VINOS",Espumante Celebrite Extra Brut  cc,800.0,,,,,espumante celebrite extra brut,114,Brut Espumante,Brut Espumante
55.0,viñamar,VIDRIO,CCU,"LICORES, CERVEZAS Y  VINOS",Viña Mar Extra Brut,800.0,,,,,viña mar extra brut,43,,Brut Viña
137.0,viñamar,VIDRIO,CCU,"LICORES, CERVEZAS Y  VINOS",VINO ESPUMANTE EXTRA BRUT,800.0,750CC,CC,CC,750.0,vino espumante extra brut,114,Brut Espumante,Brut Espumante
4839.0,alto del carmen,VIDRIO,,"LICORES, CERVEZAS Y  VINOS",Pisco Alto del Carmen LT Alto Especial,800.0,,,,,pisco alto carmen alto especial,130,Pisco,Pisco
14.0,mistral,VIDRIO,CCU,"LICORES, CERVEZAS Y  VINOS",PISCO  ESPECIAL AÑEJADO EN ROBLE BOTELLA,800.0,750CC,CC,CC,750.0,pisco especial añejado roble botella,130,Pisco,Pisco
1566.0,corona,,CORONA,"LICORES, CERVEZAS Y  VINOS",CERVEZA Corona  Cc,800.0,INDIVIDUAL,INDIVIDUAL,INDIVIDUAL,,cerveza corona,6,Cerveza,Cerveza
2669.0,tres erres,,CCU,"LICORES, CERVEZAS Y  VINOS",Pisco Reservado Con Corcho  Gl,800.0,ERRES,ERRES,ERRES,,pisco reservado corcho,130,Pisco,Pisco
2679.0,tres erres,,CCU,"LICORES, CERVEZAS Y  VINOS",Pisco Tres Erres  Gl,800.0,ERRES,ERRES,ERRES,,pisco tres erres,130,Pisco,Pisco
2683.0,espiritu de los andes,,CCU,"LICORES, CERVEZAS Y  VINOS",Pisco Espiritu De Los Andes  Gl,800.0,DE,DE,DE,,pisco espiritu andes,130,Pisco,Pisco
2684.0,absolut,,CCU,"LICORES, CERVEZAS Y  VINOS",Vodka Citron  Gl,800.0,750ML,ML,ML,750.0,vodka citron,82,Vodka,Vodka
2690.0,campanario,,CCU,"LICORES, CERVEZAS Y  VINOS",Pisco Campanario Piña Colada  Gl,800.0,700ML,ML,ML,700.0,pisco campanario piña colada,130,Pisco,Pisco
2691.0,sabor,,,"LICORES, CERVEZAS Y  VINOS",Pisco Sour Sabor Andino Mango  Gl,800.0,ANDINO,ANDINO,ANDINO,,pisco sour sabor andino mango,130,Pisco,Pisco
2692.0,campanario,,CCU,"LICORES, CERVEZAS Y  VINOS",Pisco Campanario Blanco ,800.0,1LT,LT,LT,1.0,pisco campanario blanco,130,Pisco,Pisco
2695.0,mistral,,CCU,"LICORES, CERVEZAS Y  VINOS",Pisco Mistral  Gl,800.0,1LT,LT,LT,1.0,pisco mistral,130,Pisco,Pisco
2696.0,havana club,,CCU,"LICORES, CERVEZAS Y  VINOS",Ron Havana Club Especial  Gl,800.0,CLUB,CLUB,CLUB,,ron havana club especial,238,Ron,Ron
2697.0,sierra morena,,CCU,"LICORES, CERVEZAS Y  VINOS",Ron Extra Añejado  Gl,800.0,MORENA,MORENA,MORENA,,ron extra añejado,238,Ron,Ron
2705.0,mistral,,CCU,"LICORES, CERVEZAS Y  VINOS",Pisco mistral bipack ,800.0,750ML,ML,ML,750.0,pisco mistral bipack,130,Pisco,Pisco
2706.0,mistral,,CCU,"LICORES, CERVEZAS Y  VINOS",Pisco Mistral Gran Nobel  Gl,800.0,700ML,ML,ML,700.0,pisco mistral gran nobel,130,Pisco,Pisco
2707.0,havana club,,CCU,"LICORES, CERVEZAS Y  VINOS",Ron Añejo Especial  Gl,800.0,CLUB,CLUB,CLUB,,ron añejo especial,238,Ron,Ron
2708.0,havana club,,CCU,"LICORES, CERVEZAS Y  VINOS",Ron Dorado Reserva  Gl,800.0,CLUB,CLUB,CLUB,,ron dorado reserva,238,Ron,Ron
2709.0,sierra morena,,CCU,"LICORES, CERVEZAS Y  VINOS",Ron Dorado Añejado  Gl,800.0,MORENA,MORENA,MORENA,,ron dorado añejado,238,Ron,Ron
2721.0,alto,,,"LICORES, CERVEZAS Y  VINOS",Pisco Alto del Carmen Especial ,800.0,DEL,DEL,DEL,,pisco alto carmen especial,130,Pisco,Pisco
2722.0,mal,,,"LICORES, CERVEZAS Y  VINOS",Pisco especial ,800.0,PASO,PASO,PASO,,pisco especial,130,Pisco,Pisco
2723.0,artesanos,,,"LICORES, CERVEZAS Y  VINOS",Pisco Especial ,800.0,DEL,DEL,DEL,,pisco especial,130,Pisco,Pisco
2724.0,el,,,"LICORES, CERVEZAS Y  VINOS",Pisco El Gobernador  Gl,800.0,GOBERNADOR,GOBERNADOR,GOBERNADOR,,pisco gobernador,130,Pisco,Pisco
2726.0,,,,"LICORES, CERVEZAS Y  VINOS",Pisco   Gl,800.0,750ML,ML,ML,750.0,pisco,130,Pisco,Pisco
2728.0,alamo,,,"LICORES, CERVEZAS Y  VINOS",Pisco Premium Alamo,800.0,750ML,ML,ML,750.0,pisco premium alamo,54,Premium,Premium
2730.0,barcelo,,,"LICORES, CERVEZAS Y  VINOS",Ron Añejo,800.0,1LT,LT,LT,1.0,ron añejo,238,Ron,Ron
2731.0,pampero,,,"LICORES, CERVEZAS Y  VINOS",Ron Pampero  Gl Selección,800.0,700ML,ML,ML,700.0,ron pampero selección,238,Ron,Ron
2735.0,mistral,,CCU,"LICORES, CERVEZAS Y  VINOS",Pisco Mistral Ice  Gl,800.0,275FOURPACKML,FOURPACKML,FOURPACKML,275.0,pisco mistral ice,130,Pisco,Pisco
2737.0,mistral,,CCU,"LICORES, CERVEZAS Y  VINOS",Pisco D.O. Nobel Mistral  Gl,800.0,750ML,ML,ML,750.0,pisco d.o nobel mistral,130,Pisco,Pisco
2738.0,mistral,,CCU,"LICORES, CERVEZAS Y  VINOS",Pack  Pisco Mistral  Gl,800.0,750ML,ML,ML,750.0,pack pisco mistral,130,Pisco,Pisco
2739.0,mistral,,CCU,"LICORES, CERVEZAS Y  VINOS",Pisco mistral ,800.0,750ML,ML,ML,750.0,pisco mistral,130,Pisco,Pisco
2743.0,zacapa,,,"LICORES, CERVEZAS Y  VINOS",Ron Zacapa Ambar  Gl,800.0,750ML,ML,ML,750.0,ron zacapa ambar,238,Ron,Ron
2746.0,cabo viejo,,,"LICORES, CERVEZAS Y  VINOS",Ron Cabo Viejo  Gl,800.0,VIEJO,VIEJO,VIEJO,,ron cabo viejo,238,Ron,Ron
2751.0,campanario,,CCU,"LICORES, CERVEZAS Y  VINOS",Pisco Lucuma Colada  Gl,800.0,700ML,ML,ML,700.0,pisco lucuma colada,130,Pisco,Pisco
2752.0,alto,,,"LICORES, CERVEZAS Y  VINOS",Pack Pisco Alto Del Carmen  Gl,800.0,DEL,DEL,DEL,,pack pisco alto carmen,130,Pisco,Pisco
2753.0,mal,,,"LICORES, CERVEZAS Y  VINOS",Pisco Mal Paso  Gl,800.0,PASO,PASO,PASO,,pisco mal paso,130,Pisco,Pisco
2754.0,mal,,,"LICORES, CERVEZAS Y  VINOS",Pisco Mal Paso Especial  Gl,800.0,PASO,PASO,PASO,,pisco mal paso especial,130,Pisco,Pisco
2755.0,tres erres,,CCU,"LICORES, CERVEZAS Y  VINOS",Pisco  Erres  ,800.0,ERRES,ERRES,ERRES,,pisco erres,130,Pisco,Pisco
2756.0,capel,,,"LICORES, CERVEZAS Y  VINOS",Pisco Doble Destilado Especial ,800.0,700CC,CC,CC,700.0,pisco doble destilado especial,130,Pisco,Pisco
2757.0,capel,,,"LICORES, CERVEZAS Y  VINOS",Pisco Doble Destilado Reservado Guarda ,800.0,700CC,CC,CC,700.0,pisco doble destilado reservado guarda,130,Pisco,Pisco
2758.0,horcon quemado,,CCU,"LICORES, CERVEZAS Y  VINOS",Pisco Horcon Quemado  Gl,800.0,QUEMADO,QUEMADO,QUEMADO,,pisco horcon quemado,0,Horcon Pisco Quemado,Horcon Pisco Quemado
2760.0,horcon quemado,,CCU,"LICORES, CERVEZAS Y  VINOS",Pisco Horcon Quemado  Gl,800.0,QUEMADO,QUEMADO,QUEMADO,,pisco horcon quemado,0,Horcon Pisco Quemado,Horcon Pisco Quemado
2761.0,artesanos,,,"LICORES, CERVEZAS Y  VINOS",Pisco Especial ,800.0,DEL,DEL,DEL,,pisco especial,130,Pisco,Pisco
2762.0,barcelo,,,"LICORES, CERVEZAS Y  VINOS",Ron Barcelo Añejo  Gl,800.0,750ML,ML,ML,750.0,ron barcelo añejo,238,Ron,Ron
2767.0,sierra morena,,CCU,"LICORES, CERVEZAS Y  VINOS",Ron Blanco . Gl,800.0,MORENA,MORENA,MORENA,,ron blanco,238,Ron,Ron
2769.0,horcon quemado,,CCU,"LICORES, CERVEZAS Y  VINOS",Pisco Horcon Quemado  Gl,800.0,QUEMADO,QUEMADO,QUEMADO,,pisco horcon quemado,0,Horcon Pisco Quemado,Horcon Pisco Quemado
2772.0,campanario,,CCU,"LICORES, CERVEZAS Y  VINOS",Pisco Campanario  Gl,800.0,700ML,ML,ML,700.0,pisco campanario,130,Pisco,Pisco
2774.0,brujas,,,"LICORES, CERVEZAS Y  VINOS",Pisco Brujas de Salamanca Especial ,800.0,DE,DE,DE,,pisco bruja salamanca especial,130,Pisco,Pisco
2776.0,tres,,,"LICORES, CERVEZAS Y  VINOS",Pisco transp. ,800.0,ERRES,ERRES,ERRES,,pisco transp,130,Pisco,Pisco
2778.0,bauza,,,"LICORES, CERVEZAS Y  VINOS",Pisco Especial  Gl,800.0,750ML,ML,ML,750.0,pisco especial,130,Pisco,Pisco
2784.0,bacardi,,,"LICORES, CERVEZAS Y  VINOS",Ron bacardi oakhearth  Gl,800.0,750ML,ML,ML,750.0,ron bacardi oakhearth,238,Ron,Ron
2785.0,campanario,VIDRIO,CCU,"LICORES, CERVEZAS Y  VINOS",Pisco Campanario Sour Light  Gl,800.0,700ML,ML,ML,700.0,pisco campanario sour light,130,Pisco,Pisco
2786.0,campanario,,CCU,"LICORES, CERVEZAS Y  VINOS",Pisco Campanario Mango Light  Gl,800.0,700ML,ML,ML,700.0,pisco campanario mango light,130,Pisco,Pisco
2788.0,campanario,,CCU,"LICORES, CERVEZAS Y  VINOS",Pisco Campanario Pica  Gl,800.0,700ML,ML,ML,700.0,pisco campanario pica,130,Pisco,Pisco
2789.0,campanario,,CCU,"LICORES, CERVEZAS Y  VINOS",Pisco Sour Maracuya  Gl,800.0,700ML,ML,ML,700.0,pisco sour maracuya,130,Pisco,Pisco
2796.0,sabor,,,"LICORES, CERVEZAS Y  VINOS",Pisco sour mango  gl,800.0,ANDINO,ANDINO,ANDINO,,pisco sour mango,130,Pisco,Pisco
2801.0,ruta,,,"LICORES, CERVEZAS Y  VINOS",Pisco Sour Mango  Gl,800.0,NORTE,NORTE,NORTE,,pisco sour mango,130,Pisco,Pisco
2803.0,artesanos,,,"LICORES, CERVEZAS Y  VINOS",Pisco Sour Limón ,800.0,DEL,DEL,DEL,,pisco sour limón,130,Pisco,Pisco
2807.0,capel,,,"LICORES, CERVEZAS Y  VINOS",Pisco Sour Light Limón ,800.0,700CC,CC,CC,700.0,pisco sour light limón,130,Pisco,Pisco
2812.0,alto,,,"LICORES, CERVEZAS Y  VINOS",Pisco Alto del Carmen Especial ,800.0,DEL,DEL,DEL,,pisco alto carmen especial,130,Pisco,Pisco
2813.0,bacardi,,,"LICORES, CERVEZAS Y  VINOS",Ron bacardi razz  Gl,800.0,750ML,ML,ML,750.0,ron bacardi razz,238,Ron,Ron
2815.0,bacardi,,,"LICORES, CERVEZAS Y  VINOS",Ron bacardi carta blanca  Gl,800.0,750ML,ML,ML,750.0,ron bacardi carta blanca,238,Ron,Ron
2816.0,ruta,,,"LICORES, CERVEZAS Y  VINOS",Pisco Sour Pica  Gl,800.0,NORTE,NORTE,NORTE,,pisco sour pica,130,Pisco,Pisco
2817.0,ruta,,,"LICORES, CERVEZAS Y  VINOS",Pisco Sour Maracuya  Gl,800.0,NORTE,NORTE,NORTE,,pisco sour maracuya,130,Pisco,Pisco
2818.0,ruta,,,"LICORES, CERVEZAS Y  VINOS",Pisco Sour Ruta Norte  Gl,800.0,NORTE,NORTE,NORTE,,pisco sour ruta norte,130,Pisco,Pisco
2819.0,bacardi,,,"LICORES, CERVEZAS Y  VINOS",Ron bacardi limón  Gl,800.0,750ML,ML,ML,750.0,ron bacardi limón,238,Ron,Ron
2823.0,sierra morena,,CCU,"LICORES, CERVEZAS Y  VINOS",Ron Blanco .,800.0,MORENA,MORENA,MORENA,,ron blanco,238,Ron,Ron
2824.0,campanario,,CCU,"LICORES, CERVEZAS Y  VINOS",Pisco Campanari Sour Mango  Gl,800.0,700ML,ML,ML,700.0,pisco campanari sour mango,130,Pisco,Pisco
2825.0,mistral,,CCU,"LICORES, CERVEZAS Y  VINOS",Pack Pisco Mistral ,800.0,UN,UN,UN,,pack pisco mistral,130,Pisco,Pisco
2831.0,campanario,,CCU,"LICORES, CERVEZAS Y  VINOS",Pisco Mango Colado  Gl,800.0,700ML,ML,ML,700.0,pisco mango colado,130,Pisco,Pisco
2837.0,ruta,,,"LICORES, CERVEZAS Y  VINOS",Pisco Sour Ruta Norte ,800.0,NORTE,NORTE,NORTE,,pisco sour ruta norte,130,Pisco,Pisco
2838.0,ruta,,,"LICORES, CERVEZAS Y  VINOS",Pisco Sour Mango ,800.0,NORTE,NORTE,NORTE,,pisco sour mango,130,Pisco,Pisco
13.0,mistral,,CCU,"LICORES, CERVEZAS Y  VINOS",Pisco Mistral  Gl,800.0,750ML,ML,ML,750.0,pisco mistral,130,Pisco,Pisco
6.0,campanario,,CCU,"LICORES, CERVEZAS Y  VINOS",Pisco Campanario Sour  Gl,800.0,700ML,ML,ML,700.0,pisco campanario sour,130,Pisco,Pisco
2667.0,bombay,,,"LICORES, CERVEZAS Y  VINOS",Gin Star Of Bombay  Gl,700.0,SAPHIRE,SAPHIRE,SAPHIRE,,gin star bombay,43,,Gin
2671.0,bombay,,,"LICORES, CERVEZAS Y  VINOS",Gin Bombay Saphire  Gl,700.0,SAPHIRE,SAPHIRE,SAPHIRE,,gin bombay saphire,43,,Gin
2740.0,tanqueray,,,"LICORES, CERVEZAS Y  VINOS",Gin Tanqueray . Gl,700.0,750ML,ML,ML,750.0,gin tanqueray,43,,Gin
2741.0,larios,,,"LICORES, CERVEZAS Y  VINOS",Gin dry .,700.0,UN,UN,UN,,gin dry,43,,Gin
2763.0,larios,,,"LICORES, CERVEZAS Y  VINOS",Gin rose .,700.0,UN,UN,UN,,gin rose,43,,Gin
2800.0,beefeater,,CCU,"LICORES, CERVEZAS Y  VINOS",Gin Beefeater  Gl,700.0,750ML,ML,ML,750.0,gin beefeater,43,,Gin
2822.0,kantal,,CCU,"LICORES, CERVEZAS Y  VINOS",Gin Original Kantal ,700.0,750ML,ML,ML,750.0,gin original kantal,43,,Gin
133.0,celebrite,VIDRIO,CELEBRITE,"LICORES, CERVEZAS Y  VINOS",ESPUMANTE ULTRA PREMIUM,675.0,750CC,CC,CC,750.0,espumante ultra premium,54,Premium,Premium
140.0,entre vientos,VIDRIO,ENTRE VIENTOS,"LICORES, CERVEZAS Y  VINOS",VINO GRAN RESERVA CABERNET SAUVIGNON,670.0,750CC,CC,CC,750.0,vino gran reserva cabernet sauvignon,4,Vino,Vino
144.0,entre vientos,VIDRIO,ENTRE VIENTOS,"LICORES, CERVEZAS Y  VINOS",VINO GRAN RESERVA MERLOT,670.0,750CC,CC,CC,750.0,vino gran reserva merlot,44,Merlot Vino,Merlot Vino
120.0,casa silva,VIDRIO,VIÑA CASA SILVA,DESPENSA,VINO COLECCIÓN CABERNET SAUVIGNON BOTELLA,670.0,1LITRO,LT,LT,1.0,vino colección cabernet sauvignon botella,4,Vino,Vino
2908.0,celebrite,VIDRIO,CELEBRITE,"LICORES, CERVEZAS Y  VINOS",Espumante Brut,650.0,750ML,ML,ML,750.0,espumante brut,114,Brut Espumante,Brut Espumante
2668.0,ballantines,,CCU,"LICORES, CERVEZAS Y  VINOS",Whisky Ballantines Hard Fire  Gl,600.0,750ML,ML,ML,750.0,whisky ballantines hard fire,103,Whisky,Whisky
2670.0,stolichnaya,,,"LICORES, CERVEZAS Y  VINOS",Vodka,600.0,750ML,ML,ML,750.0,vodka,82,Vodka,Vodka
2672.0,jim,,,"LICORES, CERVEZAS Y  VINOS",Whisky Jim Beam White  Gl,600.0,BEAM,BEAM,BEAM,,whisky jim beam white,103,Whisky,Whisky
2673.0,tottus,,TOTTUS,"LICORES, CERVEZAS Y  VINOS",Whisky Escocés G,600.0,750ML,ML,ML,750.0,whisky escocés,103,Whisky,Whisky
2675.0,s,,,"LICORES, CERVEZAS Y  VINOS",Whisky Sandy Mac Donald  Gl,600.0,MC,MC,MC,,whisky sandy mac donald,103,Whisky,Whisky
2677.0,white,,,"LICORES, CERVEZAS Y  VINOS",Whisky White Horse  Gl,600.0,HORSE,HORSE,HORSE,,whisky white horse,103,Whisky,Whisky
2680.0,johnnie,,,"LICORES, CERVEZAS Y  VINOS",Whisky Etiqueta Negra  Gl,600.0,WALKER,WALKER,WALKER,,whisky etiqueta negro,103,Whisky,Whisky
2681.0,absolut,,CCU,"LICORES, CERVEZAS Y  VINOS",Vodka Absolut Lime ,600.0,750ML,ML,ML,750.0,vodka absolut lime,82,Vodka,Vodka
2682.0,absolut,,CCU,"LICORES, CERVEZAS Y  VINOS",Vodka Blue  Gl,600.0,750ML,ML,ML,750.0,vodka blue,82,Vodka,Vodka
2685.0,absolut,,CCU,"LICORES, CERVEZAS Y  VINOS",Vodka Mango  Gl,600.0,750ML,ML,ML,750.0,vodka mango,82,Vodka,Vodka
2686.0,absolut,,CCU,"LICORES, CERVEZAS Y  VINOS",Vodka Mondrin  Gl,600.0,750ML,ML,ML,750.0,vodka mondrin,82,Vodka,Vodka
2687.0,absolut,,CCU,"LICORES, CERVEZAS Y  VINOS",Vodka Pera  Gl,600.0,750ML,ML,ML,750.0,vodka pera,82,Vodka,Vodka
2688.0,absolut,,CCU,"LICORES, CERVEZAS Y  VINOS",Vodka Raspberry  Gl,600.0,750ML,ML,ML,750.0,vodka raspberry,82,Vodka,Vodka
2689.0,johnnie,,,"LICORES, CERVEZAS Y  VINOS",Whisky red label ,600.0,WALKER,WALKER,WALKER,,whisky red label,103,Whisky,Whisky
2701.0,jack,,,"LICORES, CERVEZAS Y  VINOS",Whisky jack daniels tennes ,600.0,DANIELS,DANIELS,DANIELS,,whisky jack daniels tennes,103,Whisky,Whisky
2702.0,jack,,,"LICORES, CERVEZAS Y  VINOS",Whisky jack daniels honey ,600.0,DANIELS,DANIELS,DANIELS,,whisky jack daniels honey,103,Whisky,Whisky
2703.0,jack,,,"LICORES, CERVEZAS Y  VINOS",Whisky jack daniels fire ,600.0,DANIELS,DANIELS,DANIELS,,whisky jack daniels fire,103,Whisky,Whisky
2704.0,chivas regal,,CCU,"LICORES, CERVEZAS Y  VINOS",Whisky Chivas Regal  Gl,600.0,REGAL,REGAL,REGAL,,whisky chivas regal,103,Whisky,Whisky
2710.0,eristoff,,,"LICORES, CERVEZAS Y  VINOS",Vodka,600.0,1LT,LT,LT,1.0,vodka,82,Vodka,Vodka
2712.0,jim,,,"LICORES, CERVEZAS Y  VINOS",Whisky white ,600.0,BEAM,BEAM,BEAM,,whisky white,103,Whisky,Whisky
2713.0,jameson,,CCU,"LICORES, CERVEZAS Y  VINOS",Whisky Jameson Irish  Gl,600.0,750ML,ML,ML,750.0,whisky jameson irish,103,Whisky,Whisky
2714.0,white,,,"LICORES, CERVEZAS Y  VINOS",Whisky White Horse  Gl,600.0,HORSE,HORSE,HORSE,,whisky white horse,103,Whisky,Whisky
2715.0,vat,,,"LICORES, CERVEZAS Y  VINOS",Whisky Vat   Gl,600.0,69,,,,whisky vat,103,Whisky,Whisky
2716.0,passport,,,"LICORES, CERVEZAS Y  VINOS",Whisky Passport  Gl,600.0,700ML,ML,ML,700.0,whisky passport,103,Whisky,Whisky
2718.0,the,,,"LICORES, CERVEZAS Y  VINOS",Whisky  Gl,600.0,GLENLIVET,GLENLIVET,GLENLIVET,,whisky,103,Whisky,Whisky
2719.0,fireball,,,"LICORES, CERVEZAS Y  VINOS",Whisky fireball ,600.0,700ML,ML,ML,700.0,whisky fireball,103,Whisky,Whisky
2727.0,johnnie,,,"LICORES, CERVEZAS Y  VINOS",Whisky Johnnie Walker Etiqueta Negra  Gl,600.0,WALKER,WALKER,WALKER,,whisky johnnie walker etiqueta negro,103,Whisky,Whisky
2729.0,johnnie,,,"LICORES, CERVEZAS Y  VINOS",Whisky Johnnie Walker Black Tin Box  Gl,600.0,WALKER,WALKER,WALKER,,whisky johnnie walker black tin box,103,Whisky,Whisky
2732.0,stolichnaya,,,"LICORES, CERVEZAS Y  VINOS",Vodka Stolichnaya  Gl,600.0,1LT,LT,LT,1.0,vodka stolichnaya,82,Vodka,Vodka
2733.0,wiborowa,,,"LICORES, CERVEZAS Y  VINOS",Vodka Wiborowa Black  Gl,600.0,750ML,ML,ML,750.0,vodka wiborowa black,82,Vodka,Vodka
2745.0,ballantines,,CCU,"LICORES, CERVEZAS Y  VINOS",Whisky Ballantines  Gl,600.0,1LT,LT,LT,1.0,whisky ballantines,103,Whisky,Whisky
2747.0,absolut,,CCU,"LICORES, CERVEZAS Y  VINOS",Vodka Absolut  Gl,600.0,1LT,LT,LT,1.0,vodka absolut,82,Vodka,Vodka
2748.0,s,,,"LICORES, CERVEZAS Y  VINOS",Whisky sandy mac donald ,600.0,MC,MC,MC,,whisky sandy mac donald,103,Whisky,Whisky
2749.0,s,,,"LICORES, CERVEZAS Y  VINOS",Whisky S.Mcdonald  Gl,600.0,MC,MC,MC,,whisky s.mcdonald,103,Whisky,Whisky
2759.0,,,,"LICORES, CERVEZAS Y  VINOS",Whisky  Pipers  Gl,600.0,PIPERS,PIPERS,PIPERS,,whisky pipers,103,Whisky,Whisky
2766.0,wild,,,"LICORES, CERVEZAS Y  VINOS",Whisky bourbon wild turkey .,600.0,TURKEY,TURKEY,TURKEY,,whisky bourbon wild turkey,103,Whisky,Whisky
2768.0,tottus,,TOTTUS,"LICORES, CERVEZAS Y  VINOS",Crema Whisky G,600.0,700ML,ML,ML,700.0,crema whisky,103,Whisky,Whisky
2770.0,tottus,,TOTTUS,"LICORES, CERVEZAS Y  VINOS",Crema Whisky Cappuchino G,600.0,700ML,ML,ML,700.0,crema whisky cappuchino,103,Whisky,Whisky
2787.0,smirnoff,,,"LICORES, CERVEZAS Y  VINOS",Vodka Smirnoff  Gl,600.0,750ML,ML,ML,750.0,vodka smirnoff,82,Vodka,Vodka
2806.0,ballantines,,CCU,"LICORES, CERVEZAS Y  VINOS",Whisky ballantines finest ,600.0,750ML,ML,ML,750.0,whisky ballantines finest,103,Whisky,Whisky
2808.0,jim,,,"LICORES, CERVEZAS Y  VINOS",Whisky honey ,600.0,BEAM,BEAM,BEAM,,whisky honey,103,Whisky,Whisky
2814.0,eristoff,,,"LICORES, CERVEZAS Y  VINOS",Vodka black wild berries,600.0,700ML,ML,ML,700.0,vodka black wild berries,82,Vodka,Vodka
2820.0,eristoff,,,"LICORES, CERVEZAS Y  VINOS",Vodka Blood Orange  Gl,600.0,700ML,ML,ML,700.0,vodka blood orange,82,Vodka,Vodka
2821.0,jack,,,"LICORES, CERVEZAS Y  VINOS",Whisky gentleman jack daniels,600.0,DANIELS,DANIELS,DANIELS,,whisky gentleman jack daniels,103,Whisky,Whisky
2835.0,the glenlivet,,CCU,"LICORES, CERVEZAS Y  VINOS",Whisky escoces ,600.0,750ML,ML,ML,750.0,whisky escoces,103,Whisky,Whisky
2836.0,grants,,,"LICORES, CERVEZAS Y  VINOS",Whisky Grant  Gl,600.0,750ML,ML,ML,750.0,whisky grant,103,Whisky,Whisky
2717.0,hendricks,VIDRIO,,"LICORES, CERVEZAS Y  VINOS",Gin Hendricks CL  Vol,550.0,700ML,ML,ML,700.0,gin hendricks vol,43,,Gin
4854.0,nan,,,"LICORES, CERVEZAS Y  VINOS",Aperol  aperitivo dal campari  ml neto,549.0,,,,,aperol aperitivo dal campari neto,43,,Aperitivo Aperol Dal Neto
2579.0,castillo de molina,VIDRIO,CCU,"LICORES, CERVEZAS Y  VINOS",Vino Cabernet Sauvignon Reserva,525.0,DE,DE,DE,,vino cabernet sauvignon reserva,4,Vino,Vino
4815.0,santa carolina,VIDRIO,,"LICORES, CERVEZAS Y  VINOS",Carmenere Gran Reserva cc,525.0,,,,,carmenere gran reserva,43,,Carmenere
10.0,casa,,,"LICORES, CERVEZAS Y  VINOS",Vino Tinto Cabernet Sauvignon Collecion,500.0,SILVA,SILVA,SILVA,,vino tinto cabernet sauvignon collecion,4,Vino,Vino
107.0,tarapaca,PAPEL,CCU,,vino Santa Elena gran reserva carmenere cc Viña Sn Pedro Tarapaca,500.0,,,,,vino santa elena gran reserva carmenere viña pedro tarapaca,263,Carmenere Vino,Carmenere Vino
1303.0,tottus,,TOTTUS,DESPENSA,Vinagre Vino Blanco,500.0,500ML,ML,ML,500.0,vinagre vino blanco,111,Vinagre Vino,Vinagre Vino
1305.0,tottus,,TOTTUS,DESPENSA,Vinagre Vino Tinto,500.0,500ML,ML,ML,500.0,vinagre vino tinto,4,Vino,Vino
1355.0,traverso,,,DESPENSA,Vinagre Vino Blanco,500.0,1LT,LT,LT,1.0,vinagre vino blanco,111,Vinagre Vino,Vinagre Vino
1356.0,traverso,,,DESPENSA,Vinagre Vino Manzana,500.0,500ML,ML,ML,500.0,vinagre vino manzana,111,Vinagre Vino,Vinagre Vino
1357.0,traverso,,,DESPENSA,Vinagre Vino Blanco,500.0,500ML,ML,ML,500.0,vinagre vino blanco,111,Vinagre Vino,Vinagre Vino
1385.0,traverso,,,DESPENSA,Vinagre Vino Rosado,500.0,1KG,KG,KG,1.0,vinagre vino rosado,111,Vinagre Vino,Vinagre Vino
1387.0,traverso,,,DESPENSA,Vinagre Vino Rosado,500.0,500ML,ML,ML,500.0,vinagre vino rosado,111,Vinagre Vino,Vinagre Vino
1390.0,carbonell,,DEOLEO,DESPENSA,Vinagre Vino Blanco,500.0,250ML,ML,ML,250.0,vinagre vino blanco,111,Vinagre Vino,Vinagre Vino
1391.0,carbonell,,DEOLEO,DESPENSA,Vinagre de vino tinto,500.0,250ML,ML,ML,250.0,vinagre vino tinto,4,Vino,Vino
2432.0,manos,,,"LICORES, CERVEZAS Y  VINOS",Vino sauvignon blanc reserva,500.0,ANDINAS,ANDINAS,ANDINAS,,vino sauvignon blanc reserva,200,Blanc Vino,Blanc Vino
2434.0,vista,,,"LICORES, CERVEZAS Y  VINOS",Vino syrah premium,500.0,BELLA,BELLA,BELLA,,vino syrah premium,54,Premium,Premium
2435.0,terrunyo,,,"LICORES, CERVEZAS Y  VINOS",Vino tinto cabernet sauvignon,500.0,750ML,ML,ML,750.0,vino tinto cabernet sauvignon,4,Vino,Vino
2436.0,terrunyo,,,"LICORES, CERVEZAS Y  VINOS",Vino tinto carmenere,500.0,750ML,ML,ML,750.0,vino tinto carmenere,55,Carmenere Tinto Vino,Carmenere Tinto Vino
2440.0,riveras,,,"LICORES, CERVEZAS Y  VINOS",Vino pais valle de italia,500.0,DEL,DEL,DEL,,vino pais valle italia,4,Vino,Vino
2455.0,tarapaca,,CCU,"LICORES, CERVEZAS Y  VINOS",Vino tinto cabernet sauvignon gran reserva,500.0,750CC,CC,CC,750.0,vino tinto cabernet sauvignon gran reserva,4,Vino,Vino
2456.0,puente,,,"LICORES, CERVEZAS Y  VINOS",Vino sauvignon blanc reserva,500.0,AUSTRAL,AUSTRAL,AUSTRAL,,vino sauvignon blanc reserva,200,Blanc Vino,Blanc Vino
